Crop,Temperature,Nitrogen,Phosphorus,Potassium,Humidity,pH_Value,Rainfall
KidneyBeans,19.92889503,27,72,23,21.79992115,5.961934481,64.02640797
KidneyBeans,19.56376468,14,67,15,24.67385131,5.690065688,139.2921004
KidneyBeans,18.31357543,7,56,18,24.32991649,5.698371311,76.14153904
KidneyBeans,20.10993761,27,65,18,23.22323766,5.59503163,73.36386477
KidneyBeans,23.60506572,30,63,16,21.90539577,5.525904526,100.5978728
KidneyBeans,19.73136909,37,70,25,24.89487354,5.819403771,84.06354115
KidneyBeans,20.93409877,27,63,19,21.1893007,5.562201934,133.1914419
KidneyBeans,18.78226261,22,60,24,20.24768314,5.630664753,104.2570723
PigeonPeas,36.51268371,3,72,24,57.92887167,6.03160778,122.6539694
PigeonPeas,36.89163721,40,59,23,62.73178224,5.269084669,163.7266551
PigeonPeas,29.23540524,33,73,23,59.38967583,5.985792703,103.3301803
PigeonPeas,27.33534897,27,57,24,43.35795962,6.09186275,142.3303677
PigeonPeas,21.0643684,10,79,18,55.46985938,5.624731338,184.6226709
PigeonPeas,30.33276599,30,75,25,42.35249879,6.446091759,149.299952
PigeonPeas,31.80130272,40,70,20,45.03186173,5.623490043,147.0361442
PigeonPeas,33.18184225,38,55,19,38.23184742,5.864623352,198.8298806
PigeonPeas,29.38538562,35,58,20,63.47742011,5.761702519,90.05422663
PigeonPeas,30.27374995,38,61,21,67.38680755,4.696518678,127.7767134
PigeonPeas,35.45790488,33,58,24,68.75810535,5.269504214,108.6333046
PigeonPeas,33.80020039,16,56,17,40.03262418,7.445444883,176.6165894
PigeonPeas,28.69180475,31,72,17,49.47225353,5.833031708,96.36222901
PigeonPeas,31.24021696,16,80,20,56.67369054,7.339320929,122.0146733
PigeonPeas,28.98039357,27,72,17,57.23265151,6.347929353,120.7435664
PigeonPeas,27.32198928,40,62,19,34.13737127,4.697750704,96.51524028
PigeonPeas,21.47607807,18,58,16,38.80023714,4.962661422,180.382234
PigeonPeas,18.31910448,3,68,16,34.69776639,4.964887857,107.4721605
PigeonPeas,36.97794384,26,67,24,37.73992903,5.642813116,161.4812963
PigeonPeas,24.80467592,16,70,20,40.1242747,5.6093956,121.5639121
PigeonPeas,19.3479443,24,63,19,55.96805489,4.681576043,194.5921148
PigeonPeas,28.88302142,9,76,25,50.12323801,5.70951224,179.2155874
PigeonPeas,19.54314136,16,55,19,47.19188279,6.413543781,192.4372194
PigeonPeas,24.7741949,28,75,21,50.54621094,6.007508163,114.2821387
PigeonPeas,18.33124824,16,71,24,38.40975482,4.946369874,139.6483317
PigeonPeas,19.14729038,24,70,21,45.3733757,5.517208078,132.7748215
PigeonPeas,28.23416057,38,72,21,49.4421345,5.902103172,186.5008581
PigeonPeas,30.11812084,9,66,21,34.13307843,5.719889876,157.0858232
PigeonPeas,33.4126864,34,56,17,35.42910045,4.548202098,139.6702541
PigeonPeas,24.18553163,1,76,19,46.68746847,6.669529416,177.3377996
PigeonPeas,26.88630675,6,69,19,41.69617915,4.750929218,94.46748008
PigeonPeas,31.33170829,26,73,21,57.97429171,4.946263888,161.7820226
PigeonPeas,33.30711818,27,61,18,67.07780816,5.266227032,108.5090168
PigeonPeas,23.45379018,27,71,23,46.48714759,7.10959773,150.8712202
PigeonPeas,34.53823889,36,61,21,39.04468913,5.617008201,168.5948318
PigeonPeas,19.50112224,17,73,18,34.51086611,5.632353113,197.3752649
PigeonPeas,28.76794904,26,72,22,37.57792132,4.674941549,91.72084869
PigeonPeas,30.97758716,17,64,16,32.24914235,7.161797643,180.716828
PigeonPeas,18.39759147,14,74,19,36.82639309,6.624966131,93.12330644
PigeonPeas,35.09357419,39,60,15,30.98685456,5.004074624,116.9106908
PigeonPeas,34.93174223,6,66,15,30.40046769,6.345806011,159.2649827
PigeonPeas,29.50523036,8,59,18,35.72032498,6.216814453,187.8961851
PigeonPeas,34.51934775,2,67,18,47.52980027,5.921666758,129.0064612
PigeonPeas,28.43430726,1,76,17,52.10010827,6.012719118,147.0414824
PigeonPeas,18.41645629,16,73,19,34.80541039,4.684079249,163.2747473
PigeonPeas,31.07508973,23,75,25,47.19847683,7.077170002,91.31256412
PigeonPeas,20.89342749,32,70,20,46.24856523,6.208843215,195.5697875
PigeonPeas,30.90607799,28,59,22,52.79913039,7.05181629,170.9919828
PigeonPeas,27.9348279,5,62,23,66.45457122,4.722222454,145.3728801
PigeonPeas,35.95176642,36,67,25,36.52780776,6.418062652,136.0456753
PigeonPeas,19.54317155,1,66,23,56.92831399,4.803564468,173.1686574
PigeonPeas,19.63736208,24,73,20,32.31528909,4.608695247,176.4134092
PigeonPeas,31.2192752,17,67,18,56.46868874,5.611510977,129.2028653
PigeonPeas,33.50876355,5,55,18,45.70976142,7.322097972,126.6738117
PigeonPeas,24.80710166,5,56,24,45.01110015,5.023115055,188.4928637
PigeonPeas,36.20970524,37,77,17,31.94550613,5.617122801,191.0658531
PigeonPeas,30.50420876,13,73,20,35.48885969,5.391560418,162.5927723
PigeonPeas,26.01630259,6,63,23,49.94704718,5.906596905,160.3337447
PigeonPeas,31.48469278,16,77,22,35.6395615,6.574209678,100.546816
PigeonPeas,33.15122581,25,64,20,32.45974539,4.807776749,105.0380275
PigeonPeas,23.50222822,34,75,24,51.29019509,4.760038039,192.3023991
PigeonPeas,34.87248659,20,77,23,38.83786012,5.180271502,148.2502786
PigeonPeas,28.09269012,35,80,25,44.93322042,4.895927306,197.1144011
PigeonPeas,24.54757829,14,75,24,57.3414485,6.436160044,118.3606557
PigeonPeas,33.64769646,36,80,21,48.41490082,7.066087261,100.4673278
PigeonPeas,20.5591255,7,77,18,60.54880693,6.655918078,191.0895109
PigeonPeas,19.95991719,29,78,25,59.33157782,5.982854523,195.787103
PigeonPeas,28.87667593,30,60,21,62.4901206,5.457871273,182.2688175
PigeonPeas,36.04353699,20,74,16,43.61444121,4.759490199,159.8938645
PigeonPeas,23.6734328,19,57,23,47.2879691,7.342409555,141.1250722
PigeonPeas,25.74679443,3,60,19,40.7192594,4.820788186,100.7791633
PigeonPeas,31.08564994,5,77,19,66.68832981,6.242052013,175.9303271
PigeonPeas,18.72987676,5,68,20,61.33186249,5.001038726,139.8710041
PigeonPeas,29.50304807,37,73,21,63.46513414,5.560224583,189.5208915
PigeonPeas,20.43517772,9,59,24,39.37252634,4.747352458,137.2279662
PigeonPeas,36.00415838,20,72,15,56.01334416,7.313517308,134.8596466
PigeonPeas,31.46846241,31,56,23,35.39454002,5.661826398,174.5723999
PigeonPeas,36.30049702,0,70,21,56.03021253,4.672437054,101.6073988
PigeonPeas,29.49096726,21,74,15,67.10604388,6.471862118,153.2504506
PigeonPeas,30.5753044,13,67,18,34.75591197,5.384762927,177.5764304
PigeonPeas,24.69487673,27,74,20,59.96669215,5.859813416,91.95792434
PigeonPeas,23.17409556,29,72,24,36.67847052,6.962386495,162.5931264
PigeonPeas,19.04380471,5,68,20,33.10695144,6.12166671,155.3705624
PigeonPeas,29.32379604,39,57,19,45.93248374,6.421748487,165.4113371
PigeonPeas,34.6455408,22,62,16,54.32342534,4.828936119,180.9009998
PigeonPeas,21.9989826,18,55,23,56.31006755,6.98571967,136.8274312
PigeonPeas,22.99774444,39,77,21,60.24218572,4.603563116,159.689339
PigeonPeas,30.55992394,13,75,20,35.29006485,6.979540061,178.8998611
PigeonPeas,31.46417866,27,71,24,48.17631461,7.064973419,165.405354
PigeonPeas,25.95058595,26,64,22,40.58227261,5.16516459,109.1821183
PigeonPeas,21.01142393,23,55,16,69.69141302,5.111488821,185.2039114
PigeonPeas,19.25100056,4,69,19,47.70351758,5.374358869,149.063196
PigeonPeas,19.24462755,20,67,19,50.54495302,5.671419084,180.6465282
PigeonPeas,22.47253208,7,74,17,62.56532471,5.667419697,96.74706956
PigeonPeas,36.75087487,17,64,18,58.25799145,6.07938452,124.6028153
PigeonPeas,29.89286629,35,71,17,66.35375127,6.931924963,198.1403003
PigeonPeas,29.37735586,11,72,22,44.82294584,6.842744374,172.40168
PigeonPeas,29.65052947,20,60,22,42.89833235,6.876572503,186.9226052
PigeonPeas,19.54284889,10,71,18,66.34777265,6.151029296,173.1106982
PigeonPeas,20.04611791,33,61,24,48.93905624,4.567446499,122.4564203
MothBeans,27.91095209,3,49,18,64.70930606,3.692863601,32.67891866
MothBeans,27.32220619,22,59,23,51.27868781,4.371745575,36.5037914
MothBeans,28.66024187,36,58,25,59.3189118,8.399135958,36.92629678
MothBeans,29.02955344,4,43,18,61.09387478,8.840656256,72.98016599
MothBeans,27.78031515,29,54,16,54.65030015,8.153022903,32.05025323
MothBeans,31.99928579,32,43,22,54.1077461,5.270749441,71.6266696
MothBeans,27.33580911,14,55,15,55.27755933,8.050304395,73.44775287
MothBeans,28.92952635,5,35,20,53.57014709,9.679240873,66.35634104
MothBeans,27.65472156,25,57,24,58.59986279,6.974978386,36.94255012
MothBeans,28.52396666,11,53,24,55.77264351,7.39389918,61.32935611
MothBeans,31.02215872,40,49,17,45.89239456,6.68727523,53.56783314
MothBeans,25.74095321,38,56,25,45.38497051,7.88118645,67.43488235
MothBeans,31.70447482,27,43,23,56.85420099,5.875333778,44.94317432
MothBeans,24.47876451,24,38,22,58.51663927,8.202706015,34.96933295
MothBeans,31.46511256,23,45,21,51.79939437,8.985348193,74.44330654
MothBeans,25.60973447,29,57,20,50.7330069,5.87707519,53.39249517
MothBeans,30.30260453,31,35,23,47.18283631,7.707595055,68.04039813
MothBeans,28.17489437,0,55,25,43.6672299,4.524171562,45.78172762
MothBeans,25.50634557,7,45,22,44.8302551,9.926212291,74.32635105
MothBeans,31.12896766,17,58,25,43.58788762,6.455592696,32.76742894
MothBeans,26.34043268,11,44,17,55.59160391,8.016210782,35.1051197
MothBeans,28.23494706,22,49,22,61.5620517,3.71105919,72.66666443
MothBeans,27.04453473,9,51,19,49.32609633,5.49091063,48.25207759
MothBeans,25.16125354,28,48,15,55.25435777,9.254089438,40.89732789
MothBeans,27.3179125,26,50,19,51.66921088,6.005242945,32.55919573
MothBeans,25.4123765,36,56,20,49.66474269,7.437078236,31.87416982
MothBeans,31.21629982,8,60,18,46.01868196,3.808429173,53.1205277
MothBeans,30.573999,24,37,21,58.22686794,5.818219385,62.74803826
MothBeans,25.42517036,22,43,24,53.2208266,4.52363558,46.19374559
MothBeans,27.09400578,36,43,24,43.65305437,3.510404312,41.53749535
MothBeans,24.30935081,22,44,24,56.32938343,6.030447288,58.99536268
MothBeans,30.06142622,17,43,22,45.90067655,5.498340808,41.0550915
MothBeans,28.09568993,8,45,15,60.9835384,4.61136408,33.84110759
MothBeans,26.33908791,7,56,23,40.00933429,5.545219232,55.50429227
MothBeans,28.61409059,36,57,16,57.14218792,8.292875734,57.02891698
MothBeans,28.70012137,11,45,19,44.359648,3.828031463,44.11622138
MothBeans,24.21610338,6,36,22,59.79236306,8.869532817,42.24783476
MothBeans,28.50677929,17,57,20,45.20094476,3.793575185,66.1761456
MothBeans,25.97948991,4,47,20,64.95585424,4.193189124,72.19245835
MothBeans,30.88482722,9,49,16,41.36561835,7.661537348,55.053805
MothBeans,25.5042419,25,51,24,61.66852372,9.392694614,65.07981523
MothBeans,25.12528913,36,44,21,51.33189406,4.516154055,38.48678973
MothBeans,27.10508014,21,38,20,63.56791363,5.794289715,62.20279647
MothBeans,31.1006247,37,57,20,44.82069159,7.354286985,70.79934452
MothBeans,26.45707778,32,48,18,56.40226277,5.993513566,64.16167699
MothBeans,30.04132304,29,44,20,63.56222995,8.620107545,31.83192392
MothBeans,27.77799528,25,51,18,54.82130787,9.45949344,50.28438729
MothBeans,30.99256944,10,44,24,43.02151392,8.0344125,58.27600682
MothBeans,26.4908332,23,35,18,47.36534833,5.414492777,36.99362831
MothBeans,31.96987867,9,60,23,57.17377029,6.276004336,64.25520357
MothBeans,25.36140526,3,58,21,46.82652785,9.160691747,55.60523179
MothBeans,25.54249137,22,42,22,56.96640758,7.887658711,48.46797044
MothBeans,28.99319096,12,39,21,62.85948245,8.183844843,70.4713043
MothBeans,29.34317422,39,36,22,60.50320928,9.072011412,34.03335472
MothBeans,28.63618921,32,41,16,61.39451307,7.702287236,68.54877876
MothBeans,24.83206631,30,41,15,44.17085032,5.88509677,52.0810886
MothBeans,25.44689075,19,36,22,58.55363573,6.16496284,57.04826619
MothBeans,31.01274943,4,46,15,62.40392519,3.504752314,63.77192383
MothBeans,27.06179658,21,39,20,52.3003173,7.388007483,60.74583498
MothBeans,27.0956288,35,57,25,42.26206161,8.340398059,71.1271039
MothBeans,28.56800579,22,55,24,57.30636014,8.66077954,64.53027638
MothBeans,28.79929247,35,51,17,49.84213387,3.558822825,40.85534718
MothBeans,27.94293692,17,56,17,45.41393636,5.9565851,69.66289997
MothBeans,30.47757686,28,57,17,61.58245338,9.416003106,61.86633917
MothBeans,30.58139475,22,36,16,50.77148138,8.18422855,64.58559639
MothBeans,26.85911286,11,41,19,41.81420849,5.131779302,44.13827124
MothBeans,26.31051759,38,38,18,61.18749126,6.294130313,35.73403813
MothBeans,28.77833449,23,37,24,44.2252605,7.991902443,33.95825723
MothBeans,28.90245417,25,35,20,43.35365671,8.923095695,71.90018566
MothBeans,29.37687468,40,45,20,57.69622912,6.878498176,38.34303462
MothBeans,24.17093241,23,58,19,58.25204566,5.243634849,59.18953429
MothBeans,26.65333029,2,56,23,59.79023382,7.550090941,36.91852635
MothBeans,28.19912143,3,56,17,53.50567601,8.709291688,52.13580529
MothBeans,28.76488954,26,51,25,52.62741529,7.792508068,55.21606732
MothBeans,29.3499706,39,42,20,61.25353851,8.055908858,40.82840673
MothBeans,28.00937423,27,59,20,52.60950014,4.397698806,36.01203025
MothBeans,26.85851927,24,45,19,48.8246387,5.952384957,34.7426459
MothBeans,31.2123945,7,40,17,40.92604945,8.532078733,53.78769958
MothBeans,24.20422636,15,45,23,61.43378674,7.224193642,46.0203959
MothBeans,29.98835437,26,52,23,49.60384796,4.931890506,52.92929636
MothBeans,29.93964907,20,45,16,54.61813464,4.626212446,45.43669946
MothBeans,31.2119298,34,54,24,41.55934359,5.026003659,68.80141783
MothBeans,26.80474415,19,51,25,48.23991436,3.5253661,43.87801983
MothBeans,31.49398069,29,41,21,62.84916863,8.86979671,64.56807592
MothBeans,30.99694676,20,50,22,46.42693735,9.406887533,38.31597852
MothBeans,29.61253065,11,40,23,63.04749127,5.80428611,50.1978269
MothBeans,29.97604322,15,54,15,57.03184356,8.35495812,44.86052932
MothBeans,30.88883074,35,55,22,52.62696801,8.634929739,55.51932414
MothBeans,30.39321309,9,59,25,60.16299493,7.699200949,35.37493212
MothBeans,30.43683729,40,45,18,55.20522037,5.261285926,30.92014047
MothBeans,25.32688786,35,38,19,63.18180319,9.112771682,32.71129281
MothBeans,30.53684308,14,58,17,59.96664731,4.605700542,33.48919022
MothBeans,30.38257873,40,55,18,40.5926071,7.115994051,47.95406479
MothBeans,24.01825377,18,36,23,53.76623369,7.214078621,35.03404425
MothBeans,28.69841277,35,52,15,61.14754363,9.93509073,65.67591794
MothBeans,29.33743412,4,59,22,49.00323081,8.914074888,42.44054315
MothBeans,27.96583691,22,51,16,61.34900107,8.639586199,70.10472076
MothBeans,24.86803974,33,47,17,48.27531965,8.621514073,63.9187654
MothBeans,25.87682261,2,51,17,45.96341933,5.838508699,38.53254678
MothBeans,31.01963639,16,51,21,49.9767522,3.532008668,32.81296548
MungBean,27.43329405,19,55,20,87.80507732,7.18530147,54.73367631
MungBean,28.3340432,8,54,20,80.77275974,7.034214276,38.7976407
MungBean,27.01470397,36,55,20,84.34262707,6.635968698,55.296354
MungBean,28.17432665,10,56,16,81.04554836,6.828187499,36.35720652
MungBean,29.87888063,22,56,17,87.32761241,6.89077995,44.75215854
MungBean,29.89232778,9,57,24,89.71503316,7.165121109,42.99498978
MungBean,28.56212158,34,59,23,83.24855855,6.935804256,56.48265193
MungBean,27.53592929,31,51,25,85.5701901,7.196774236,53.01899249
MungBean,29.68361658,0,49,18,87.93598094,6.990095452,41.82490236
MungBean,28.14448546,21,39,20,82.1193047,7.064782138,46.75690086
MungBean,29.53037621,28,35,22,86.73346018,7.156563094,59.87232071
MungBean,27.88352946,17,52,17,86.45147631,6.364967184,44.64407105
MungBean,28.22471276,24,42,23,82.35916228,6.428054409,44.01206619
MungBean,29.008124,28,46,16,84.96089355,6.664187809,45.91011391
MungBean,29.75538903,21,38,21,86.45193297,6.637677489,37.54602719
MungBean,29.78416743,34,60,25,85.16906976,6.79385576,40.77872823
MungBean,27.8640132,19,53,22,80.4513142,6.852884643,42.83053902
MungBean,27.11026483,31,58,15,84.96771717,7.121571293,51.52617423
MungBean,27.11030369,19,35,24,83.64274107,6.883308033,49.11964582
MungBean,28.95451232,24,53,17,89.07866095,6.421271178,57.65901369
MungBean,29.21780035,13,47,20,87.93724219,6.54450214,43.1386631
MungBean,28.7420098,31,53,16,85.81675947,6.452006451,48.54598575
MungBean,29.65021184,28,45,23,80.29868321,6.489259136,56.76278363
MungBean,27.23924995,31,37,21,86.404241,6.713410626,37.31236904
MungBean,28.95172351,33,60,15,81.67085323,6.510840928,56.51103293
MungBean,28.18837136,34,45,21,82.60629652,6.287380117,37.01110438
MungBean,28.30041493,13,57,25,86.20681554,6.86308576,50.47333854
MungBean,27.89636126,33,57,17,88.71782287,6.78415271,57.79863368
MungBean,28.6899851,32,57,22,87.50436797,6.769415888,44.56598352
MungBean,27.8262623,23,59,25,88.73100226,6.320768488,56.68833819
MungBean,28.70562673,35,41,18,81.59200689,6.705008504,59.87065439
MungBean,28.6362812,6,48,24,84.61431076,6.790736339,48.48319335
MungBean,28.28511547,29,36,25,88.4393979,7.130278657,48.56690235
MungBean,27.60887393,4,36,22,86.13316408,7.012740397,43.80041104
MungBean,28.60901145,10,59,22,86.99495766,7.155685016,36.94616965
MungBean,29.24598976,14,48,21,84.80084105,6.991242362,53.43228915
MungBean,28.62911222,8,50,21,89.1148059,6.218923893,50.49913241
MungBean,29.57329479,20,40,15,88.07505524,7.199495368,45.04467075
MungBean,27.82684262,36,43,22,87.16679147,6.389882166,58.37249772
MungBean,29.8757015,14,57,15,83.14796296,6.623438282,40.12044158
MungBean,27.33684386,11,60,23,88.50229102,7.033012777,51.09802625
MungBean,29.83040388,10,59,15,89.30428305,6.32400451,58.86687093
MungBean,28.2753171,7,60,25,82.76020821,6.397636709,56.04995423
MungBean,29.86860065,2,47,15,85.99127934,6.401455706,58.41394143
MungBean,29.5888162,20,45,22,89.9939693,6.904587016,54.96121262
MungBean,28.07219563,2,39,15,82.9116472,6.478557136,49.61865305
MungBean,27.84026517,27,40,24,89.99615558,7.063022095,52.84626009
MungBean,27.10818093,35,48,15,87.4512669,6.981758362,55.03723979
MungBean,27.68515114,4,59,25,81.94268594,6.227134139,54.62243308
MungBean,29.34594634,1,48,24,85.60472562,6.232836962,59.03629954
MungBean,28.36319404,36,43,21,84.8593608,7.140437859,52.93031105
MungBean,27.65280218,11,46,24,89.80650642,6.459252023,56.52558045
MungBean,27.31372793,34,47,19,85.44815232,6.568795404,53.15223123
MungBean,27.06909959,21,44,18,86.89934108,7.12851089,50.46746116
MungBean,28.06642822,17,58,20,85.91625451,6.42937879,39.23831035
MungBean,27.73329078,25,40,21,81.13903037,6.248900919,44.17580911
MungBean,27.53632932,2,38,18,89.92908171,6.619891498,45.48591922
MungBean,29.66461594,9,48,20,84.28187572,6.377568542,56.09542002
MungBean,29.9145443,37,49,25,85.85384444,6.415459592,41.39081525
MungBean,28.36363858,36,38,15,87.59810657,6.320662012,57.99524359
MungBean,29.46416042,40,58,15,87.60890009,6.978400282,43.15411472
MungBean,29.73013036,30,44,16,82.89166381,6.442335593,50.91511275
MungBean,27.46852989,1,59,23,87.17649,7.184398832,43.78420984
MungBean,27.77076285,9,48,22,87.09979549,6.402926221,49.50812624
MungBean,29.12939524,14,41,17,88.48312598,7.085982325,36.45012824
MungBean,27.10606808,35,52,19,89.89593328,6.698574085,37.45680611
MungBean,28.88078945,31,48,17,86.94206817,6.594739424,53.79732545
MungBean,28.14720892,4,41,20,83.8001509,6.647965508,37.44800463
MungBean,29.89129144,30,37,25,80.14487166,7.120032489,54.7960127
MungBean,27.41503453,9,35,20,80.98004661,6.91380932,40.53173216
MungBean,29.27308605,20,41,20,89.4875022,7.073048264,50.9246554
MungBean,29.65296893,37,50,23,88.48587386,6.5304707,56.01913159
MungBean,28.44524991,34,35,21,82.67639542,6.684381357,58.18713162
MungBean,27.96235681,14,37,15,83.97586797,6.581351374,48.9366954
MungBean,29.25649321,23,39,22,81.97952224,6.86483915,42.02483277
MungBean,28.36291385,5,45,21,88.00989267,6.487124217,43.05130077
MungBean,27.62749466,22,37,20,86.49366929,6.605733068,39.26137642
MungBean,28.66086349,40,51,17,86.12194568,6.860602782,50.01534317
MungBean,29.2114218,27,56,20,87.11497805,6.41874299,51.53848218
MungBean,29.40889385,31,40,22,86.16063492,6.365513634,53.35486977
MungBean,28.02952623,38,36,21,84.8845732,6.556372966,36.12042927
MungBean,28.08657178,6,37,17,80.35005927,6.760694228,38.14476781
MungBean,29.16174608,6,47,18,80.28038146,6.715276663,40.16545979
MungBean,29.8596912,24,44,17,80.03499648,6.666380512,50.66487502
MungBean,29.06631494,25,59,19,83.6869203,6.626629798,43.95183726
MungBean,27.38538997,32,56,21,88.66663953,6.702772465,58.29933073
MungBean,27.93034941,8,45,18,85.42058715,7.011030515,43.25095608
MungBean,29.2808618,19,39,17,81.8009244,6.890156495,44.47427436
MungBean,28.9973145,39,37,15,83.78911515,6.821747052,59.84499208
MungBean,27.92678579,33,37,19,86.5543196,7.183189922,43.4826194
MungBean,28.5474135,26,54,17,88.9570454,6.27258822,49.4897245
MungBean,29.36488409,21,51,15,89.1886954,6.679127482,48.30159325
MungBean,28.56149805,22,54,20,83.63802195,6.689825155,41.013132
MungBean,28.43683487,29,45,16,87.91332682,6.583381939,43.12063289
MungBean,28.79728147,4,40,21,80.45744422,6.725551062,44.30070517
MungBean,28.7275267,10,37,22,89.12760359,7.069747814,58.52974279
MungBean,27.95639663,4,44,19,83.52706038,6.921993878,43.25726752
MungBean,28.17458662,20,45,17,83.69659318,6.770955317,37.2464655
MungBean,28.77653519,23,45,23,86.69133979,6.983130466,56.12443206
MungBean,28.438097,25,48,21,83.48991368,6.267684328,52.55469976
Blackgram,29.48439992,56,79,15,63.19915325,7.454532137,71.89090748
Blackgram,26.73433965,25,62,21,68.13999721,7.040056094,67.15096376
Blackgram,26.27274407,42,61,22,62.28814857,7.418650668,70.23207557
Blackgram,34.03679184,42,73,25,67.21113844,6.501869314,73.23573601
Blackgram,28.03644051,44,58,18,65.06601664,6.814410928,72.49507741
Blackgram,28.81460716,50,55,16,65.33538112,7.581442888,62.26242533
Blackgram,34.03619494,35,72,21,64.28791388,7.741418772,66.85510868
Blackgram,33.8642935,30,64,20,61.57072498,6.573531614,68.02199825
Blackgram,32.84213012,27,64,21,68.68401492,7.543804223,73.67166182
Blackgram,27.10053268,50,74,17,63.36085585,6.5408208,73.84949872
Blackgram,25.65842532,39,73,24,61.18235808,7.22405917,69.28607828
Blackgram,32.34744009,57,67,25,66.61452812,7.551364319,64.55882254
Blackgram,29.58949031,52,63,19,68.32176769,6.928898659,67.53021213
Blackgram,30.91219459,55,66,22,68.79427388,7.747775263,66.63830637
Blackgram,28.12787838,51,56,18,64.2097765,6.706505915,70.86340755
Blackgram,30.08545364,36,66,15,69.34811988,6.668238556,67.1367443
Blackgram,31.74379487,59,55,19,62.51007687,7.332375138,68.97097538
Blackgram,27.81326852,50,58,23,62.50460464,7.596802025,69.75555541
Blackgram,32.88733849,30,65,25,64.59457409,7.70650895,71.50569456
Blackgram,29.36358721,20,62,18,64.98742947,7.366542647,61.91208707
Blackgram,27.82592799,58,71,15,67.5861883,6.919243702,74.01229707
Blackgram,28.49538735,25,71,24,60.44848407,7.187721818,74.91559514
Blackgram,27.74274761,52,71,16,68.53997144,7.075886472,71.78615328
Blackgram,30.41588462,40,63,18,67.66323804,6.74441168,63.02473185
Blackgram,27.3254209,20,60,25,69.09047809,6.726469088,61.19250859
Blackgram,30.28496619,48,61,21,61.69295127,6.628264883,65.62859526
Blackgram,28.56840626,49,68,22,61.53278622,7.127064207,63.49726331
Blackgram,25.36586097,48,62,15,66.6379724,7.538631462,65.81655892
Blackgram,34.9466155,32,66,17,65.26774011,7.162357641,70.1415139
Blackgram,25.09737391,21,63,22,67.72837887,6.859409487,74.61649888
Blackgram,32.47648301,20,72,19,64.34848735,7.397190844,65.820457
Blackgram,33.86351172,25,65,21,68.59232289,6.880245789,69.24464096
Blackgram,25.19857725,41,78,21,60.37332688,6.581313137,70.88787207
Blackgram,31.77681682,53,67,17,69.01852894,7.296972161,61.46892873
Blackgram,34.89814946,39,60,21,63.59948557,6.97297656,64.72797143
Blackgram,31.74105409,25,76,17,68.63525428,7.241148507,62.3061735
Blackgram,27.16159076,21,78,19,66.76017239,6.92009048,69.85112265
Blackgram,26.23773129,57,60,17,67.88521396,7.504608385,73.58663968
Blackgram,30.20157245,56,75,15,60.06534859,7.152272256,66.37171179
Blackgram,31.55846339,49,72,15,67.83563765,7.137004749,74.86960831
Blackgram,29.67892453,24,80,19,69.0854554,6.808041722,65.66436565
Blackgram,27.05365239,49,76,18,67.7017527,7.393631868,60.4693835
Blackgram,34.63880966,28,68,19,61.38597868,7.69950698,72.43169115
Blackgram,33.39438752,55,78,21,62.93692886,6.602888249,63.57445989
Blackgram,28.84079155,50,64,25,63.37230676,6.734447425,70.25496749
Blackgram,31.49338309,34,80,19,63.0563645,6.521217963,71.48327008
Blackgram,25.54960633,20,68,23,63.95425534,7.707332484,63.1830529
Blackgram,34.37329112,55,67,16,69.69366426,6.596719015,70.27184748
Blackgram,34.6008247,23,70,15,63.11296779,7.403623355,60.41790253
Blackgram,29.43463808,53,74,15,64.94329356,7.517097,72.17818157
Blackgram,29.10713092,26,67,16,67.90577375,7.17620823,67.83345933
Blackgram,28.57006111,33,80,22,65.71765781,6.593961761,70.0866434
Blackgram,27.54384835,37,79,19,69.3478631,7.143942758,69.40878198
Blackgram,33.04687968,33,75,21,68.93875631,6.690655045,62.30278274
Blackgram,33.95309131,22,55,20,69.96100028,7.423530351,61.16350463
Blackgram,30.11873003,20,68,17,60.11680815,6.578714843,71.72980375
Blackgram,29.57812712,43,68,20,66.17587668,7.497469256,69.43895491
Blackgram,27.26458947,44,76,22,68.01232937,7.775306272,68.91754359
Blackgram,31.35730791,34,60,16,64.24992106,7.322555223,63.85668948
Blackgram,31.52104732,21,72,17,66.55723677,7.580527339,61.71111448
Blackgram,29.39982732,25,68,19,64.25510719,7.108450121,67.47677295
Blackgram,29.38400259,41,62,15,64.14928485,7.358974541,65.24194361
Blackgram,28.38686534,28,65,23,61.88871127,7.405176138,74.24459122
Blackgram,28.47442276,35,64,15,63.53604453,6.500144962,69.5274407
Blackgram,30.64095781,52,58,16,61.14508627,7.167435834,71.36947525
Blackgram,25.25596239,58,75,25,61.36669662,7.261791753,68.64685069
Blackgram,32.97030511,34,66,19,60.18122078,7.586642101,73.44678678
Blackgram,33.66855394,52,70,16,66.60416867,7.534811833,67.32520551
Blackgram,32.83963757,23,57,19,67.99803573,7.251000789,73.40452716
Blackgram,27.45853567,42,58,25,62.90020977,6.513620918,69.46020927
Blackgram,25.68576704,37,62,17,69.84354028,7.121254928,74.62068748
Blackgram,30.0328403,44,75,22,64.14800537,7.574561547,71.21006868
Blackgram,28.20667264,21,80,20,68.27085245,7.350869792,64.32887142
Blackgram,28.27265858,56,76,16,61.18956161,7.513151076,63.29900785
Blackgram,28.5417236,29,76,15,64.2020154,7.025607706,69.68862306
Blackgram,26.87187036,43,61,20,61.61367264,6.804253866,63.51822045
